,10104,10107,10145,11308,11850,12060,12308,12490,13407,13721,13856,13901,13928,14008,14541,14542,14593,15408,15488,15579,16851,17005,17830,18143,18163,18542,18729,19393,19502,19561,20482,21178,21936,22111,22592,22752,24205,26403,27959,38703,39642,40539,43449,44644,47896,48725,49680,50876,55976,57665,59176,59328,59408,60097,60442,61399,62092,62148,64186,65875,66093,66157,66181,69032,70519,73139,75186,75510,75825,76076,76841,77178,77274,77702,78975,79057,80100,84788,86111,86580,86783,86868,87055,87267,87447,88352,89006,89071,89179,89393,89525,89626,90215,90319,90441,91233,92602,92611,92655,93002
0,12.0,17.0,49.0,22.0,59.0,37.0,,50.0,,,30.0,26.0,78.0,14.0,60.0,,6.0,,,54.0,,76.0,64.0,,27.0,57.0,9.0,19.0,44.0,58.0,25.0,55.0,36.0,28.0,23.0,21.0,56.0,69.0,83.0,42.0,41.0,65.0,52.0,35.0,39.0,80.0,66.0,18.0,48.0,79.0,43.0,47.0,40.0,,45.0,75.0,46.0,81.0,82.0,31.0,33.0,24.0,62.0,72.0,7.0,16.0,38.0,10.0,73.0,20.0,34.0,4.0,5.0,8.0,29.0,,,15.0,63.0,11.0,32.0,77.0,68.0,51.0,53.0,3.0,70.0,,74.0,67.0,61.0,13.0,1.0,2.0,,,,,71.0,
1,10.0,14.0,46.0,16.0,62.0,40.0,,60.0,,,23.0,26.0,80.0,12.0,66.0,,30.0,,,48.0,,72.0,52.0,,28.0,67.0,5.0,15.0,44.0,47.0,22.0,59.0,34.0,19.0,24.0,18.0,49.0,70.0,41.0,38.0,39.0,69.0,54.0,33.0,42.0,65.0,64.0,11.0,53.0,78.0,57.0,36.0,68.0,,29.0,77.0,55.0,79.0,83.0,43.0,27.0,25.0,71.0,75.0,82.0,13.0,35.0,6.0,61.0,21.0,1.0,8.0,4.0,20.0,31.0,,,32.0,63.0,7.0,37.0,81.0,73.0,50.0,58.0,3.0,74.0,,51.0,45.0,17.0,9.0,,2.0,76.0,,,,56.0,
2,15.0,16.0,51.0,20.0,64.0,39.0,,66.0,,,27.0,29.0,79.0,14.0,56.0,,43.0,,,50.0,,70.0,61.0,,28.0,77.0,8.0,11.0,40.0,45.0,24.0,55.0,33.0,23.0,30.0,21.0,48.0,67.0,31.0,49.0,44.0,52.0,60.0,34.0,41.0,81.0,76.0,12.0,59.0,80.0,47.0,38.0,3.0,,57.0,72.0,53.0,84.0,83.0,42.0,25.0,26.0,68.0,78.0,4.0,17.0,37.0,10.0,71.0,22.0,5.0,9.0,6.0,19.0,35.0,,,32.0,63.0,18.0,36.0,82.0,73.0,46.0,58.0,7.0,74.0,,62.0,54.0,65.0,13.0,1.0,2.0,75.0,,,,69.0,
3,19.0,17.0,43.0,26.0,66.0,41.0,,62.0,,,27.0,31.0,79.0,9.0,63.0,,51.0,,,32.0,,55.0,56.0,,21.0,77.0,12.0,16.0,28.0,35.0,25.0,60.0,36.0,22.0,30.0,20.0,46.0,70.0,15.0,58.0,53.0,76.0,59.0,37.0,50.0,81.0,78.0,7.0,61.0,68.0,52.0,42.0,84.0,,73.0,75.0,54.0,83.0,82.0,47.0,23.0,33.0,64.0,74.0,2.0,11.0,6.0,13.0,67.0,24.0,4.0,8.0,10.0,29.0,44.0,,,18.0,38.0,40.0,39.0,80.0,69.0,34.0,57.0,5.0,71.0,,48.0,45.0,65.0,14.0,3.0,1.0,72.0,,,,49.0,
4,23.0,21.0,45.0,38.0,68.0,44.0,,57.0,,,26.0,28.0,79.0,15.0,64.0,,12.0,,,41.0,,61.0,55.0,,16.0,71.0,18.0,17.0,30.0,47.0,39.0,59.0,36.0,29.0,37.0,25.0,50.0,65.0,19.0,77.0,49.0,72.0,53.0,31.0,56.0,80.0,76.0,10.0,58.0,82.0,52.0,46.0,32.0,,75.0,74.0,7.0,84.0,81.0,42.0,22.0,33.0,63.0,78.0,3.0,35.0,27.0,13.0,69.0,34.0,5.0,9.0,11.0,8.0,20.0,,,6.0,73.0,43.0,70.0,83.0,62.0,40.0,54.0,4.0,60.0,,51.0,24.0,66.0,14.0,1.0,2.0,67.0,,,,48.0,
5,20.0,18.0,42.0,21.0,70.0,41.0,,68.0,,,23.0,32.0,80.0,16.0,69.0,,36.0,,,51.0,,67.0,53.0,,34.0,44.0,12.0,15.0,31.0,48.0,35.0,58.0,22.0,37.0,38.0,24.0,43.0,59.0,49.0,71.0,39.0,76.0,55.0,25.0,64.0,60.0,56.0,10.0,62.0,81.0,47.0,57.0,74.0,,82.0,78.0,28.0,75.0,77.0,46.0,30.0,29.0,66.0,79.0,45.0,26.0,17.0,8.0,73.0,19.0,3.0,9.0,7.0,11.0,40.0,,,5.0,84.0,33.0,72.0,83.0,61.0,27.0,54.0,6.0,65.0,,52.0,14.0,13.0,4.0,1.0,2.0,63.0,,,,50.0,
6,16.0,27.0,45.0,23.0,70.0,40.0,,66.0,,,22.0,25.0,77.0,18.0,65.0,,26.0,,,47.0,,73.0,49.0,,38.0,51.0,15.0,11.0,46.0,48.0,36.0,59.0,31.0,37.0,30.0,20.0,42.0,56.0,13.0,84.0,44.0,60.0,54.0,29.0,64.0,80.0,72.0,10.0,63.0,79.0,50.0,52.0,21.0,,41.0,71.0,24.0,81.0,75.0,39.0,33.0,28.0,67.0,76.0,2.0,34.0,35.0,14.0,78.0,19.0,6.0,8.0,9.0,12.0,32.0,,,3.0,83.0,17.0,55.0,82.0,61.0,43.0,53.0,5.0,69.0,,62.0,57.0,58.0,7.0,1.0,4.0,68.0,,,,74.0,
7,18.0,22.0,50.0,19.0,66.0,40.0,,63.0,,,26.0,27.0,79.0,20.0,58.0,,21.0,,,52.0,,70.0,48.0,,36.0,51.0,12.0,13.0,43.0,49.0,30.0,57.0,29.0,31.0,33.0,24.0,41.0,68.0,15.0,74.0,39.0,61.0,53.0,37.0,73.0,80.0,67.0,8.0,65.0,71.0,46.0,45.0,10.0,,42.0,81.0,32.0,82.0,54.0,38.0,35.0,25.0,69.0,83.0,9.0,34.0,44.0,11.0,78.0,23.0,1.0,14.0,4.0,16.0,28.0,,,3.0,84.0,17.0,47.0,85.0,72.0,55.0,59.0,6.0,75.0,,56.0,64.0,60.0,5.0,2.0,7.0,76.0,62.0,,,77.0,
8,19.0,21.0,51.0,28.0,66.0,40.0,,61.0,,,34.0,23.0,73.0,26.0,59.0,,15.0,,,58.0,,78.0,53.0,,47.0,56.0,17.0,18.0,63.0,43.0,31.0,55.0,30.0,36.0,38.0,22.0,32.0,69.0,11.0,41.0,48.0,68.0,45.0,33.0,60.0,80.0,71.0,27.0,67.0,77.0,49.0,44.0,1.0,,50.0,76.0,12.0,81.0,83.0,35.0,37.0,29.0,54.0,74.0,7.0,42.0,39.0,8.0,75.0,20.0,6.0,25.0,9.0,13.0,24.0,,,3.0,85.0,16.0,46.0,82.0,70.0,14.0,57.0,10.0,62.0,,65.0,52.0,64.0,5.0,2.0,4.0,72.0,84.0,,,79.0,
