,10107,14593,84788,14542,22111,47896,13407,90319,11850,55976,21936,59408,92655,65875,92611,18163,38703,59328,14541,66093,11308,22752,76076,66181,91233,19561,26403,10104,13856,89525,13721,43449,70519,20482,14008,16851,50876,60097,89393,22592,75510,90215,92602,93002,12490,48725,15488,10145,57665,13901,17830,15579,62092,89071,87055,18143,19393,17005,24205,86580,59176,77274,77702,86783,18542,21178,61399,66157,64186,49680,13928,86111,77178,69032,89179,87447,12060,12308,19502,89626,86868,87267,27959,39642,76841,79057,73139,89006,44644,75186,40539,88352,60442,15408,62148,80100,18729,78975,90441,75825,Date
0,28.3125,1.21875,24.625,,48.875,37.3125,,,44.40625,51.1875,43.5,19.875,14.5,50.34809222827523,,36.666453424739736,23.6875,34.125,41.3125,52.1875,31.09375,85.62808733545235,48.5,38.9375,,65.8125,29.582356293843514,26.4375,42.375,,,30.848594351080184,458.98556569531326,23.713984456183955,64.8125,,90.0625,53.9375,,49.8125,33.65625,,,,95.625,11.5,,47.6601093355119,5.4609375,8.741212032647178,35.25,37.8125,25.689334046472116,,32.625,,64.35593247709072,27.6875,32.875,7.416666666666667,47.72381589955214,2.75,5.53125,14.624970750058498,20.34375,31.4,9.71875,18.939984107941356,42.63666666666666,12.526504836382728,22.216558386181447,30.6875,41.5,52.29441483073796,,60.875,51.0,,43.25,,82.0,43.8125,74.88634013075284,33.875,54.98647455600726,39.25,26.1875,,51.244789702036456,27.3125,3.28125,7.833333333333333,65.375,,4.25,21.827329935094582,29.845,23.03125,,11.109375,20001201.0
1,28.21875,1.1919642857142858,26.5625,,49.78125,37.9375,,,45.34375,53.8125,44.1875,19.5,14.609375,51.19003356988518,,37.379326145592664,23.375,32.9375,41.5,53.0,31.375,86.86821825548304,45.8125,40.75,,64.8125,29.02768711333395,28.1875,43.8125,,,31.347157492107744,448.4341733804785,24.24656803144104,64.9375,,90.4375,55.5,,52.5,34.03125,,,,98.375,11.703125,,48.31625602223359,5.625,8.755732318415696,36.28125,39.625,25.857013381670846,,34.125,,66.13700071907662,26.90625,32.5625,7.53125,45.744487129524636,2.5625,5.609375,12.562474875050249,21.65625,33.7,10.109375,18.69653958213234,42.61666666666667,12.6344919470412,22.725334532429876,30.375,45.0,53.604395162169276,,60.3125,51.625,,42.75,,81.75,42.75,76.33471490405537,33.75,53.258547632110385,39.625,25.99,,51.44207474420022,26.0625,3.4453125,7.083333333333333,65.0,,4.40625,21.88616370850454,29.96,22.75,,11.5,20001204.0
2,29.9375,1.2142857142857142,25.375,,49.75,41.3125,,,44.1875,55.25,44.5,20.59375,14.796875,51.86358664317314,,36.29451983125125,24.03125,36.0,40.90625,53.4375,30.71875,85.03754880210441,52.125,43.625,,68.9375,30.260285292244095,31.5,44.1875,,,30.41235160268107,475.985031091436,24.106414459004966,68.625,,90.375,55.4375,,58.3125,38.34375,,,,103.375,11.765625,,50.52329487757019,5.53125,8.959016319174932,37.9375,45.6875,26.22676781313471,,35.3125,,65.78078707067945,26.90625,32.5625,8.020833333333334,47.503890480660196,2.744140625,5.78125,12.18747562504875,21.6875,33.72,10.796875,19.6703176853684,43.450003333333335,13.114434661078853,21.417053013505342,34.75,49.8125,60.36389367235485,,61.0,54.125,,39.9375,,88.75,44.0,76.81750649515621,33.75,58.01994626684844,41.0,25.965,,51.5407172652821,29.75,3.65625,7.041666666666667,66.3125,,4.510416666666667,22.474501442604126,29.04,25.4375,,11.515625,20001205.0
3,28.34375,1.0223214285714286,23.625,,48.0625,40.0625,,,43.125,54.8125,43.375,19.0,14.71875,52.761657407557095,,35.76761390714256,24.25,31.75,40.25,54.25,30.4375,84.62417182876085,51.4375,45.0625,,67.375,30.999844199590182,30.1875,45.3125,,,29.539866105882844,466.60601570047174,22.957155165029146,66.0,,90.375,54.9375,,57.5625,33.59375,,,,96.75,11.34375,,50.52329487757019,5.4140625,9.075178605323067,37.6875,46.3125,25.564649412606393,,33.625,,62.752971059303405,25.71875,32.5,6.875,47.28396506176825,2.712890625,5.75,10.687478625042749,20.78125,31.38,10.171875,19.524250969882992,43.41333666666667,12.790473329103436,20.93250430279255,35.0625,49.6875,58.215525928807494,,62.3125,53.9375,,38.0625,,87.75,45.0,74.13533098904043,32.5,60.97662122551643,41.0625,27.0,,52.23121491285525,29.1875,3.515625,6.0,65.0,,4.354166666666667,22.651002762834,28.24,24.34375,,11.90625,20001206.0
4,26.5625,1.0223214285714286,21.375,,48.53125,39.1875,,,44.0,55.0,43.4375,19.5,14.59375,51.975845488721134,,36.48048662799549,24.78125,32.3125,40.34375,54.25,31.1875,86.04146430879592,49.9375,44.9375,,66.8125,30.19865538329859,28.3125,46.9375,,,30.163070032167294,466.60601570047174,22.901093736054715,65.4375,,92.125,55.5,,57.34375,31.5,,,,95.375,11.46875,,50.22504638360578,5.203125,9.220381463008236,37.65625,42.875,25.676435636072213,,33.1875,,63.88098094589448,27.28125,32.53125,6.75,47.00905828815332,2.70703125,5.8515625,11.249977500044999,20.78125,32.07,9.984375,20.30327345247184,42.82000333333334,13.006447550420381,20.738684818507434,33.5,52.21875,56.90554559737618,,61.6875,53.5,,40.0,,85.875,45.4375,74.34990502952968,33.1875,62.37816195267723,41.5,25.5,,51.343432223118334,28.5625,3.46875,6.083333333333333,64.0,,4.291666666666667,22.533335216014084,29.625,24.21875,,11.359375,20001207.0
5,27.21875,1.0758928571428572,23.4375,,48.1875,40.0,,,44.25,54.4375,43.5,20.4375,14.90625,50.46035107382322,,35.333691381406,24.71875,34.0,40.65625,51.6875,30.4375,84.62417182876085,52.375,47.25,,69.9375,30.506804928026124,30.0625,47.4375,,,29.415225320625954,483.01929263465917,22.284418017335984,68.375,,92.5625,56.0625,,58.46875,34.1875,,,,97.0,11.671875,,52.014537347392206,5.3203125,9.205861177239719,37.40625,49.5,26.61372012513178,,33.25,,64.77151506688743,26.78125,32.34375,8.291666666666666,48.21864809205902,3.03515625,5.859375,14.624970750058498,20.8125,32.26,9.96875,20.595406883442656,43.083333333333336,13.042443253973204,20.93250430279255,38.0625,51.625,62.197866136358684,,63.6875,55.1875,,39.8125,,91.875,47.5,73.59889588781726,33.4375,65.5268287917782,43.5625,26.255,,49.71583062526732,30.6875,3.4765625,6.375,66.0625,,4.302083333333333,22.651002762834,29.175,24.5625,,11.40625,20001208.0
6,29.03125,1.0848214285714286,25.3125,,47.8125,42.5,,,42.875,51.375,43.625,21.71875,15.0546875,49.506150886665274,,34.248885067064585,24.875,37.4375,40.75,50.8125,29.15625,85.62808733545235,54.8125,45.125,,68.375,29.952135747516557,31.9375,47.0625,,,29.851468069025067,495.915438797235,22.452602304259276,69.25,,92.875,54.6875,,57.625,37.0625,,,,95.0,11.71875,,52.6706840341139,5.5,9.06065831955455,36.125,51.875,26.742704229130805,,32.9375,,63.584136238896825,26.09375,31.75,8.291666666666666,49.70314466957965,2.865234375,5.5078125,13.499973000053998,21.1875,31.62,10.453125,21.082295935060685,42.833333333333336,13.162428932482618,20.49641046315104,38.75,49.75,65.23702050527933,,64.0,55.3125,,37.25,,96.0,47.125,72.95517376634947,32.625,66.9667678950256,43.0625,26.125,,48.33483533012101,32.25,3.3359375,5.583333333333333,69.3125,,4.479166666666667,22.651002762834,28.275,26.28125,,11.875,20001211.0
7,29.1875,1.0982142857142858,25.875,,48.5,43.0,,,43.28125,51.875,44.0,21.71875,14.7890625,49.73066857776126,,35.67463050877044,24.96875,36.5,40.90625,52.25,29.0,86.33673357546989,54.375,45.0,,69.125,29.890505838571052,30.75,47.375,,,30.78627395845174,493.57068494949397,22.508663733233707,68.25,,92.3125,53.9375,,56.9375,35.34375,,,,93.875,11.953125,,49.74784879326273,5.6015625,9.031617748017515,36.75,52.8125,26.39014767820014,,33.1875,,64.35593247709072,27.59375,32.25,8.0625,49.42823789596472,2.638671875,5.6171875,13.31247337505325,21.1875,30.5,10.640625,20.69278469376626,42.376666666666665,13.042443253973204,20.617547640829237,39.0,44.90625,61.72627321704341,,63.5625,52.8125,,39.1875,,92.4375,45.0,72.15052111451475,33.3125,63.741304303751434,42.0,25.745,,48.778726674989464,30.6875,3.3515625,5.708333333333333,68.125,,4.46875,22.768670309653917,29.49,25.46875,,12.078125,20001212.0
8,28.625,1.0714285714285714,23.75,,49.34375,44.5,,,43.84375,50.3125,45.8125,21.46875,14.765625,51.69519837485115,,35.922586237762765,25.0,35.5,41.125,53.4375,28.90625,86.92727210881785,51.125,45.1875,,67.875,29.335836658061485,28.375,48.4375,,,31.03555552896552,497.0878157211056,23.237462309901296,67.125,,91.0,56.0,,56.90625,33.09375,,,,91.25,11.796875,,49.74784879326273,5.6328125,9.48174660684154,35.8125,48.0,25.642039875005807,,32.75,,67.14627272286864,27.9375,32.625,7.4375,49.70314466957965,2.49609375,5.5078125,13.124973750052499,20.84375,30.2,10.5625,20.49802907311905,41.17333333333333,12.490509132829905,21.126323787077666,37.5625,45.65625,63.08865276173197,,62.625,53.0,,40.0625,,94.0625,44.75,73.22339131696106,33.1875,62.47415789289372,40.0,26.025,,49.12397549877605,30.125,3.2890625,5.041666666666667,67.4375,,4.322916666666667,23.004005403293753,29.075,25.4375,,12.234375,20001213.0
